,date,place,species,year,loc_date,location,place_copy,places,places1,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel
7647,2021-05-26,ignore,dipsacus-fullonum,2,"('ignore', '2021-05-26')",c,ignore,ignore,ignore,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,X,biel
7648,2021-05-28,ignore,nasturtium-officinale,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,X
7649,2021-05-28,ignore,plantago-lanceolata,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7650,2021-05-28,ignore,onobrychis-viciifolia,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
7651,2021-05-28,ignore,trifolium-pratense,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7652,2021-05-28,ignore,senecio-vulgaris,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
7653,2021-05-28,ignore,rubus-caesius,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
7654,2021-05-28,ignore,scabiosa-columbaria,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,cdf,biel
7655,2021-05-28,ignore,anthyllis-vulneraria,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Fabaceae,1.0,4.0,X,X,X,X,X,cdf,biel
7656,2021-05-28,ignore,dianthus-carthusianorum,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,NT,NT,Caryophyllaceae,X,X,X,X,X,X,X,X,biel
7657,2021-05-28,ignore,equisetum-arvense,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel
7658,2021-05-28,ignore,trifolium-dubium,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7659,2021-05-28,ignore,sonchus-oleraceus,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
7660,2021-05-28,ignore,lotus-corniculatus,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7661,2021-05-28,ignore,trifolium-aureum,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,NT, B2b(ii), B2b(ii),Fabaceae,X,X,X,X,X,X,X,X,biel
7662,2021-05-28,ignore,veronica-serpyllifolia,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7663,2021-05-28,ignore,cerastium-glomeratum,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel
7664,2021-05-28,ignore,galium-mollugo,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
7665,2021-05-28,ignore,plantago-major,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7666,2021-05-28,ignore,ranunculus-acris,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
7667,2021-05-28,ignore,trifolium-repens,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7668,2021-05-28,ignore,veronica-beccabunga,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7669,2021-05-28,ignore,ajuga-reptans,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
7670,2021-05-28,ignore,veronica-beccabunga,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7671,2021-05-28,ignore,taraxacum,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7672,2021-05-28,ignore,sanguisorba-minor,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
7673,2021-05-28,ignore,veronica-persica,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
7674,2021-05-28,ignore,medicago-lupulina,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7675,2021-05-28,ignore,stellaria-media,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel
7676,2021-05-28,ignore,thymus-serpyllum,2,"('ignore', '2021-05-28')",c,ignore,ignore,ignore,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
7677,2021-05-31,ignore,fragaria-vesca,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
7678,2021-05-31,ignore,equisetum-arvense,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel
7679,2021-05-31,ignore,hippocrepis-emerus,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,X,biel
7680,2021-05-31,ignore,ajuga-reptans,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
7681,2021-05-31,ignore,geranium-robertianum,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
7682,2021-05-31,ignore,hedera-helix,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
7683,2021-05-31,ignore,plantago-lanceolata,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7684,2021-05-31,ignore,euphorbia-amygdaloides,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,cdf,biel
7685,2021-05-31,ignore,veronica-chamaedrys,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7686,2021-05-31,ignore,vicia-sepium,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7687,2021-05-31,ignore,galium-aparine,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
7688,2021-05-31,ignore,equisetum-telmateia,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,X,biel
7689,2021-05-31,ignore,heracleum-sphondylium,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Apiaceae,3.0,4.0,X,X,X,X,X,cdf,biel
7690,2021-05-31,ignore,urtica-dioica,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
7691,2021-05-31,ignore,ranunculus-acris,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
7692,2021-05-31,ignore,salix-alba,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,X,biel
7693,2021-05-31,ignore,anemone-nemorosa,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
7694,2021-05-31,ignore,cardamine-heptaphylla,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
7695,2021-05-31,ignore,fagus-sylvatica,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Fagaceae,X,X,X,X,X,X,X,cdf,biel
7696,2021-05-31,ignore,hedera-helix,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
7697,2021-05-31,ignore,mercurialis-perennis,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,cdf,biel
7698,2021-05-31,ignore,lamium-galeobdolon,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
7699,2021-05-31,ignore,geranium-robertianum,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
7700,2021-05-31,ignore,acer-pseudoplatanus,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Sapindaceae,X,X,X,X,X,X,X,cdf,biel
7701,2021-05-31,ignore,allium-ursinum,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Amaryllidaceae,X,X,X,X,X,X,X,X,biel
7702,2021-05-31,ignore,viola-reichenbachiana,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel
7703,2021-05-31,ignore,anemone-nemorosa,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
7704,2021-05-31,ignore,ajuga-reptans,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
7705,2021-05-31,ignore,helleborus-foetidus,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
7706,2021-05-31,ignore,euphorbia-amygdaloides,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,cdf,biel
7707,2021-05-31,ignore,euphorbia-cyparissias,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel
7708,2021-05-31,ignore,galium,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,X,ni,X,X
7709,2021-05-31,ignore,galium,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,X,ni,X,X
7710,2021-05-31,ignore,vicia-sepium,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7711,2021-05-31,ignore,myosotis-sylvatica,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,cdf,biel
7712,2021-05-31,ignore,veronica-chamaedrys,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7713,2021-05-31,ignore,galium-odoratum,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
7714,2021-05-31,ignore,ranunculus-acris,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
7715,2021-05-31,ignore,taraxacum,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7716,2021-05-31,ignore,lamium-maculatum,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
7717,2021-05-31,ignore,ranunculus-tuberosus,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
7718,2021-05-31,ignore,fragaria-vesca,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
7719,2021-05-31,ignore,hieracium,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7720,2021-05-31,ignore,cerastium,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7721,2021-05-31,ignore,trifolium-pratense,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7722,2021-05-31,ignore,urtica-dioica,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
7723,2021-05-31,ignore,veronica-beccabunga,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7724,2021-05-31,ignore,rubus,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7725,2021-05-31,ignore,rumex-obtusifolius,2,"('ignore', '2021-05-31')",b,ignore,ignore,ignore,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,cdf,biel
7726,2021-06-02,ignore,erigeron-annuus,2,"('ignore', '2021-06-02')",c,ignore,ignore,ignore,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
7727,2021-06-02,ignore,buddleja-davidii,2,"('ignore', '2021-06-02')",c,ignore,ignore,ignore,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
7728,2021-06-02,ignore,medicago-lupulina,2,"('ignore', '2021-06-02')",c,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7729,2021-06-02,ignore,trifolium-pratense,2,"('ignore', '2021-06-02')",c,ignore,ignore,ignore,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
7730,2021-06-02,ignore,populus-alba,2,"('ignore', '2021-06-02')",c,ignore,ignore,ignore,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,X,biel
7731,2021-06-02,ignore,geranium-robertianum,2,"('ignore', '2021-06-02')",c,ignore,ignore,ignore,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
7732,2021-06-02,ignore,crepis,2,"('ignore', '2021-06-02')",c,ignore,ignore,ignore,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7733,2021-06-02,ignore,hieracium-murorum,2,"('ignore', '2021-06-02')",c,ignore,ignore,ignore,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
7734,2021-06-02,random,geranium-robertianum,2,"('random', '2021-06-02')",a,random,random,random,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
7735,2021-06-02,random,galium-aparine,2,"('random', '2021-06-02')",a,random,random,random,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
7736,2021-06-02,random,alliaria-petiolata,2,"('random', '2021-06-02')",a,random,random,random,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
7737,2021-06-02,random,melittis-melissophyllum,2,"('random', '2021-06-02')",a,random,random,random,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
7738,2021-06-02,random,phyteuma-spicatum,2,"('random', '2021-06-02')",a,random,random,random,LC,LC,LC,Campanulaceae,X,X,X,X,X,X,X,cdf,biel
7739,2021-06-04,Schleusenweg-suze-1,urtica-dioica,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
7740,2021-06-04,Schleusenweg-suze-1,clematis-vitalba,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel
7741,2021-06-04,Schleusenweg-suze-1,anthriscus-sylvestris,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Apiaceae,3.0,1.0,X,X,X,X,X,cdf,biel
7742,2021-06-04,Schleusenweg-suze-1,taraxacum,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7743,2021-06-04,Schleusenweg-suze-1,hedera-helix,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
7744,2021-06-04,Schleusenweg-suze-1,cerastium-fontanum,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel
7745,2021-06-04,Schleusenweg-suze-1,rubus-caesius,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
7746,2021-06-04,Schleusenweg-suze-1,rubus,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7747,2021-06-04,Schleusenweg-suze-1,artemisia,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7748,2021-06-04,Schleusenweg-suze-1,galium-aparine,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
7749,2021-06-04,Schleusenweg-suze-1,lamium-maculatum,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
7750,2021-06-04,Schleusenweg-suze-1,sambucus-nigra,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel
7751,2021-06-04,Schleusenweg-suze-1,cymbalaria-muralis,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
7752,2021-06-04,Schleusenweg-suze-1,equisetum-arvense,2,"('Schleusenweg-suze-1', '2021-06-04')",c,Schleusenweg-suze-1,schleusenweg-suze-1,schleusenweg-suze-1,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel
7753,2021-06-04,Schleusenweg-suze-2,hedera-helix,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
7754,2021-06-04,Schleusenweg-suze-2,galium-aparine,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
7755,2021-06-04,Schleusenweg-suze-2,rosa,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7756,2021-06-04,Schleusenweg-suze-2,rosa-canina,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
7757,2021-06-04,Schleusenweg-suze-2,chelidonium-majus,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,X,biel
7758,2021-06-04,Schleusenweg-suze-2,stachys-sylvatica,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
7759,2021-06-04,Schleusenweg-suze-2,rubus,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7760,2021-06-04,Schleusenweg-suze-2,alliaria-petiolata,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
7761,2021-06-04,Schleusenweg-suze-2,geum-urbanum,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
7762,2021-06-04,Schleusenweg-suze-2,equisetum-arvense,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel
7763,2021-06-04,Schleusenweg-suze-2,geranium-robertianum,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
7764,2021-06-04,Schleusenweg-suze-2,clematis-vitalba,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel
7765,2021-06-04,Schleusenweg-suze-2,anthriscus-sylvestris,2,"('Schleusenweg-suze-2', '2021-06-04')",c,Schleusenweg-suze-2,schleusenweg-suze-2,schleusenweg-suze-2,LC,LC,LC,Apiaceae,3.0,1.0,X,X,X,X,X,cdf,biel
7766,2021-06-04,Schleusenweg-suze-3,urtica-dioica,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
7767,2021-06-04,Schleusenweg-suze-3,urtica-dioica,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
7768,2021-06-04,Schleusenweg-suze-3,equisetum-arvense,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel
7769,2021-06-04,Schleusenweg-suze-3,geranium-robertianum,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
7770,2021-06-04,Schleusenweg-suze-3,anthriscus-sylvestris,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Apiaceae,3.0,1.0,X,X,X,X,X,cdf,biel
7771,2021-06-04,Schleusenweg-suze-3,rosa-canina,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
7772,2021-06-04,Schleusenweg-suze-3,hedera-helix,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
7773,2021-06-04,Schleusenweg-suze-3,galium-aparine,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
7774,2021-06-04,Schleusenweg-suze-3,rubus,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7775,2021-06-04,Schleusenweg-suze-3,hypericum,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7776,2021-06-04,Schleusenweg-suze-3,erigeron-annuus,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
7777,2021-06-04,Schleusenweg-suze-3,papaver,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7778,2021-06-04,Schleusenweg-suze-3,sambucus-nigra,2,"('Schleusenweg-suze-3', '2021-06-04')",c,Schleusenweg-suze-3,schleusenweg-suze-3,schleusenweg-suze-3,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel
7779,2021-06-04,Schwanengasse-area-1,artemisia,2,"('Schwanengasse-area-1', '2021-06-04')",c,Schwanengasse-area-1,schwanengasse-area-1,schwanengasse-area-1,X,X,X,X,X,X,X,X,X,ongen,X,X,X
7780,2021-06-04,Schwanengasse-area-1,erigeron-annuus,2,"('Schwanengasse-area-1', '2021-06-04')",c,Schwanengasse-area-1,schwanengasse-area-1,schwanengasse-area-1,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
