,date,place,species,year,loc_date,location,place_copy,places,places1,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel
1959,2024-1--20,bermenstrasse-berm-4,capsella-bursa-pastoris,2,"('bermenstrasse-berm-4', '2024-1--20')",c,bermenstrasse-berm-4,bermenstrasse-berm-4,bermenstrasse-berm-4,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
1960,2024-1--20,bermenstrasse-berm-4,cerastium-glomeratum,2,"('bermenstrasse-berm-4', '2024-1--20')",c,bermenstrasse-berm-4,bermenstrasse-berm-4,bermenstrasse-berm-4,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel
1961,2024-1--20,bermenstrasse-berm-4,sanguisorba-minor,2,"('bermenstrasse-berm-4', '2024-1--20')",c,bermenstrasse-berm-4,bermenstrasse-berm-4,bermenstrasse-berm-4,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
1962,2024-1--20,bermenstrasse-berm-4,pinus-sylvestris,2,"('bermenstrasse-berm-4', '2024-1--20')",c,bermenstrasse-berm-4,bermenstrasse-berm-4,bermenstrasse-berm-4,LC,LC,LC,Pinaceae,X,X,X,X,X,X,X,X,biel
1963,2024-1--20,bermenstrasse-berm-4,malus-pumila,2,"('bermenstrasse-berm-4', '2024-1--20')",c,bermenstrasse-berm-4,bermenstrasse-berm-4,bermenstrasse-berm-4,X,X,X,X,X,X,X,X,X,X,ni,X,biel
1964,2024-1--20,bermenstrasse-berm-4,taraxacum-officinale,2,"('bermenstrasse-berm-4', '2024-1--20')",c,bermenstrasse-berm-4,bermenstrasse-berm-4,bermenstrasse-berm-4,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
1965,2024-1--20,bermenstrasse-berm-5,arabis-hirsuta,2,"('bermenstrasse-berm-5', '2024-1--20')",b,bermenstrasse-berm-5,bermenstrasse-berm-5,bermenstrasse-berm-5,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
1966,2024-1--20,bermenstrasse-berm-5,taraxacum-officinale,2,"('bermenstrasse-berm-5', '2024-1--20')",b,bermenstrasse-berm-5,bermenstrasse-berm-5,bermenstrasse-berm-5,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
1967,2024-1--20,bermenstrasse-berm-5,aesculus-hippocastanum,2,"('bermenstrasse-berm-5', '2024-1--20')",b,bermenstrasse-berm-5,bermenstrasse-berm-5,bermenstrasse-berm-5,X,X,X,X,X,X,X,X,X,X,ni,X,biel
1968,2024-1--20,bermenstrasse-berm-5,veronica-chaemaedrys,2,"('bermenstrasse-berm-5', '2024-1--20')",b,bermenstrasse-berm-5,bermenstrasse-berm-5,bermenstrasse-berm-5,X,X,X,X,X,X,X,X,X,X,ni,X,X
1969,2024-1--20,bermenstrasse-berm-5,ranunculus-bulbosus,2,"('bermenstrasse-berm-5', '2024-1--20')",b,bermenstrasse-berm-5,bermenstrasse-berm-5,bermenstrasse-berm-5,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
1970,2024-1--20,bermenstrasse-berm-5,cerastium-glomeratum,2,"('bermenstrasse-berm-5', '2024-1--20')",b,bermenstrasse-berm-5,bermenstrasse-berm-5,bermenstrasse-berm-5,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel
1971,2024-1--20,bermenstrasse-berm-5,saxifraga-tridactylites,2,"('bermenstrasse-berm-5', '2024-1--20')",b,bermenstrasse-berm-5,bermenstrasse-berm-5,bermenstrasse-berm-5,LC,LC,LC,Saxifragaceae,X,X,X,X,X,X,X,X,biel
1972,2024-1--20,bermenstrasse-berm-1,ranunculus-bulbosus,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
1973,2024-1--20,bermenstrasse-berm-1,erodium-cicutarium,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,X,biel
1974,2024-1--20,bermenstrasse-berm-1,cardamine-flexuosa,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
1975,2024-1--20,bermenstrasse-berm-1,potentilla-verna,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
1976,2024-1--20,bermenstrasse-berm-1,senecio-vulgaris,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
1977,2024-1--20,bermenstrasse-berm-1,veronica-hederifolia,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
1978,2024-1--20,bermenstrasse-berm-1,veronica-persica,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
1979,2024-1--20,bermenstrasse-berm-1,lamium-purpureum,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
1980,2024-1--20,bermenstrasse-berm-1,geranium-pyrenaicum,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
1981,2024-1--20,bermenstrasse-berm-1,valerianella-locusta,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,X,biel
1982,2024-1--20,bermenstrasse-berm-1,arabidopsis-thaliana,2,"('bermenstrasse-berm-1', '2024-1--20')",c,bermenstrasse-berm-1,bermenstrasse-berm-1,bermenstrasse-berm-1,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
1983,2024-1--20,bermenstrasse-berm-2,geranium-pyrenaicum,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
1984,2024-1--20,bermenstrasse-berm-2,sinapis-arvensis,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
1985,2024-1--20,bermenstrasse-berm-2,cerastium-glomeratum,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel
1986,2024-1--20,bermenstrasse-berm-2,veronica-persica,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
1987,2024-1--20,bermenstrasse-berm-2,lamium-purpureum,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
1988,2024-1--20,bermenstrasse-berm-2,potentilla-verna,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
1989,2024-1--20,bermenstrasse-berm-2,erodium-cicutarium,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,X,biel
1990,2024-1--20,bermenstrasse-berm-2,senecio-vulgaris,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
1991,2024-1--20,bermenstrasse-berm-2,capsella-bursa-pastoris,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
1992,2024-1--20,bermenstrasse-berm-2,salvia-pratensis,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
1993,2024-1--20,bermenstrasse-berm-2,sisymbrium-officinale,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
1994,2024-1--20,bermenstrasse-berm-2,valerianella-locusta,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,X,biel
1995,2024-1--20,bermenstrasse-berm-2,sanguisorba-minor,2,"('bermenstrasse-berm-2', '2024-1--20')",c,bermenstrasse-berm-2,bermenstrasse-berm-2,bermenstrasse-berm-2,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
1996,2019-1--20,schuessinsel-Kanal-4,tussilago-farfara,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
1997,2019-1--20,schuessinsel-Kanal-4,taraxacum-officinale,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
1998,2019-1--20,schuessinsel-Kanal-4,ranunculus-ficaria,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
1999,2019-1--20,schuessinsel-Kanal-4,petasites-hybridus,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X
2000,2019-1--20,schuessinsel-Kanal-4,cornus-mas,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel
2001,2019-1--20,schuessinsel-Kanal-4,prunus-spinosa,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
2002,2019-1--20,schuessinsel-Kanal-4,hedera-helix,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
2003,2019-1--20,schuessinsel-Kanal-4,bellis-perennis,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2004,2019-1--20,schuessinsel-Kanal-4,ranunculus-acris,2,"('schuessinsel-Kanal-4', '2019-1--20')",c,schuessinsel-Kanal-4,schuessinsel-kanal-4,schuessinsel-kanal-4,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
2005,2019-1--20,schuessinsel-Kanal-5,corydalis-cava,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel
2006,2019-1--20,schuessinsel-Kanal-5,bellis-perennis,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2007,2019-1--20,schuessinsel-Kanal-5,taraxacum-officinale,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2008,2019-1--20,schuessinsel-Kanal-5,ranunculus-ficaria,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
2009,2019-1--20,schuessinsel-Kanal-5,veronica-hederifolia,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
2010,2019-1--20,schuessinsel-Kanal-5,capsella-bursa-pastoris,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
2011,2019-1--20,schuessinsel-Kanal-5,cardamine-flexuosa,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
2012,2019-1--20,schuessinsel-Kanal-5,tussilago-farfara,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2013,2019-1--20,schuessinsel-Kanal-5,chelidonium-majus,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,X,biel
2014,2019-1--20,schuessinsel-Kanal-5,alliaria-petiolata,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
2015,2019-1--20,schuessinsel-Kanal-5,hedera-helix,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel
2016,2019-1--20,schuessinsel-Kanal-5,prunus-avium,2,"('schuessinsel-Kanal-5', '2019-1--20')",c,schuessinsel-Kanal-5,schuessinsel-kanal-5,schuessinsel-kanal-5,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel
2017,2019-1--20,schuessinsel-suze-8,taraxacum-officinale,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2018,2019-1--20,schuessinsel-suze-8,tussilago-farfara,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2019,2019-1--20,schuessinsel-suze-8,petasites-hybridus,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X
2020,2019-1--20,schuessinsel-suze-8,cardamine-hirsuta,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
2021,2019-1--20,schuessinsel-suze-8,veronica-polita,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,X
2022,2019-1--20,schuessinsel-suze-8,bellis-perennis,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2023,2019-1--20,schuessinsel-suze-8,capsella-bursa-pastoris,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
2024,2019-1--20,schuessinsel-suze-8,ranunculus-acris,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
2025,2019-1--20,schuessinsel-suze-8,glechoma-hederacea,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
2026,2019-1--20,schuessinsel-suze-8,veronica-persica,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
2027,2019-1--20,schuessinsel-suze-8,lamium-purpureum,2,"('schuessinsel-suze-8', '2019-1--20')",b,schuessinsel-suze-8,schuessinsel-suze-8,schuessinsel-suze-8,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
2028,2019-1--20,schuessinsel-kanal-6,taraxacum-officinale,2,"('schuessinsel-kanal-6', '2019-1--20')",c,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2029,2019-1--20,schuessinsel-kanal-6,veronica-persica,2,"('schuessinsel-kanal-6', '2019-1--20')",c,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
2030,2019-1--20,schuessinsel-kanal-6,cardamine-hirsuta,2,"('schuessinsel-kanal-6', '2019-1--20')",c,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
2031,2019-1--20,schuessinsel-kanal-6,bellis-perennis,2,"('schuessinsel-kanal-6', '2019-1--20')",c,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2032,2019-1--20,schuessinsel-kanal-6,erophila-verna,2,"('schuessinsel-kanal-6', '2019-1--20')",c,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
2033,2019-1--20,schuessinsel-kanal-6,prunus-spinosa,2,"('schuessinsel-kanal-6', '2019-1--20')",c,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
2034,2019-1--20,schuessinsel-kanal-6,tussilago-farfara,2,"('schuessinsel-kanal-6', '2019-1--20')",c,schuessinsel-kanal-6,schuessinsel-kanal-6,schuessinsel-kanal-6,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2035,2019-1--20,schuessinsel-kanal-7,veronica-persica,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
2036,2019-1--20,schuessinsel-kanal-7,cardamine-hirsuta,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel
2037,2019-1--20,schuessinsel-kanal-7,taraxacum-officinale,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2038,2019-1--20,schuessinsel-kanal-7,bellis-perennis,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2039,2019-1--20,schuessinsel-kanal-7,ranunculus-acris,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
2040,2019-1--20,schuessinsel-kanal-7,tussilago-farfara,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2041,2019-1--20,schuessinsel-kanal-7,lamium-purpureum,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
2042,2019-1--20,schuessinsel-kanal-7,ranunculus-tuberosus,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
2043,2019-1--20,schuessinsel-kanal-7,ajuga-reptans,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
2044,2019-1--20,schuessinsel-kanal-7,equisetum-arvense,2,"('schuessinsel-kanal-7', '2019-1--20')",b,schuessinsel-kanal-7,schuessinsel-kanal-7,schuessinsel-kanal-7,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel
2045,2019-1--20,schuessinsel-suze-9,taraxacum-officinale,2,"('schuessinsel-suze-9', '2019-1--20')",c,schuessinsel-suze-9,schuessinsel-suze-9,schuessinsel-suze-9,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2046,2019-1--20,schuessinsel-suze-9,euphorbia-helioscopia,2,"('schuessinsel-suze-9', '2019-1--20')",c,schuessinsel-suze-9,schuessinsel-suze-9,schuessinsel-suze-9,LC,LC,LC,Euphorbiaceae,X,X,X,X,X,X,X,X,biel
2047,2019-1--20,schuessinsel-suze-9,veronica-persica,2,"('schuessinsel-suze-9', '2019-1--20')",c,schuessinsel-suze-9,schuessinsel-suze-9,schuessinsel-suze-9,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
2048,2019-1--20,schuessinsel-suze-9,ranunculus-acris,2,"('schuessinsel-suze-9', '2019-1--20')",c,schuessinsel-suze-9,schuessinsel-suze-9,schuessinsel-suze-9,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
2049,2019-1--20,schuessinsel-suze-9,bellis-perennis,2,"('schuessinsel-suze-9', '2019-1--20')",c,schuessinsel-suze-9,schuessinsel-suze-9,schuessinsel-suze-9,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2050,2019-1--20,schuessinsel-suze-9,erophila-verna,2,"('schuessinsel-suze-9', '2019-1--20')",c,schuessinsel-suze-9,schuessinsel-suze-9,schuessinsel-suze-9,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel
2051,2019-1--20,schuessinsel-suze-10,salix-purpurea,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Salicaceae,X,X,X,X,X,X,X,cdf,biel
2052,2019-1--20,schuessinsel-suze-10,taraxacum-officinale,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2053,2019-1--20,schuessinsel-suze-10,ranunculus-acris,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel
2054,2019-1--20,schuessinsel-suze-10,veronica-persica,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
2055,2019-1--20,schuessinsel-suze-10,petasites-hybridus,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,X
2056,2019-1--20,schuessinsel-suze-10,cerastium-glomeratum,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel
2057,2019-1--20,schuessinsel-suze-10,veronica-arvensis,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel
2058,2019-1--20,schuessinsel-suze-10,bellis-perennis,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
2059,2019-1--20,schuessinsel-suze-10,glechoma-hederacea,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
2060,2019-1--20,schuessinsel-suze-10,fragaria-vesca,2,"('schuessinsel-suze-10', '2019-1--20')",c,schuessinsel-suze-10,schuessinsel-suze-10,schuessinsel-suze-10,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
